timestamp,clean_title,subject,verb,object,eval,palettes,legend,active_passive
20120908,"Tornado reported in New York City, causes some damage",Tornado,reported,"in New York City, causes some damage",1,#ff9896,report,
20120912,Apple introduces iPhone 5,Apple,introduces,iPhone 5,4,#d62728,"launch, unveil, introduce",
20120917,Google buys Instagram rival Nik Software,Google,buys,Instagram rival Nik Software,2,#1f77b4,"buy, invest, acquire",
20120917,"Google buys Nik Software, maker of Snapseed photo editor",Google,buys,"Nik Software, maker of Snapseed photo editor",2,#1f77b4,"buy, invest, acquire",
20120918,Greek finance minister sees deficit squeezed by recession,Greek finance minister,sees,deficit squeezed by recession,6,#ad494a,"see, predict, warn",
20120925,"Itaú Unibanco sees credit card rates, default risk down",Itaú Unibanco,sees,"credit card rates, default risk down",7,#ad494a,"see, predict, warn",
20120925,Google says Maps not waiting in wings for iPhone 5,Google,says,Maps not waiting in wings for iPhone 5,2,#636363,say,
20120926,Google buys wind power for Oklahoma data center,Google,buys,wind power for Oklahoma data center,2,#1f77b4,"buy, invest, acquire",
20120926,Brazil bank lending rises 1.2 pct in August; defaults stable,Brazil bank lending,rises,1.2 pct in August; defaults stable,7,#f7fcb9,rise,
20120927,"Japan factory output hits 15-month low, raises risk of recession",Japan factory output,hits,"15-month low, raises risk of recession",6,#e377c2,"hit, fall, sink, suffer",
20121001,5.1 magnitude earthquake hits off Mexico's Pacific coast,5.1 magnitude earthquake,hits,off Mexico's Pacific coast,0,#e6550d,"hit, shake, strike",
20121001,Greek 2013 budget sees sixth year of recession,Greek 2013 budget,sees,sixth year of recession,6,#ad494a,"see, predict, warn",
20121001,Greek 2013 budget sees 6th year of recession,Greek 2013 budget,sees,6th year of recession,6,#ad494a,"see, predict, warn",
20121001,Greek 2013 budget sees 6th year of recession-source,Greek 2013 budget,sees,6th year of recession-source,6,#ad494a,"see, predict, warn",
20121001,Greek 2013 budget sees economy in 6th year of recession,Greek 2013 budget,sees,economy in 6th year of recession,6,#ad494a,"see, predict, warn",
20121001,Greek 2013 budget sees economy in 6th year of recession-official,Greek 2013 budget,sees,economy in 6th year of recession-official,6,#ad494a,"see, predict, warn",
20121004,"BOJ seen on hold, keeping powder dry as recession risk looms",BOJ,seen,"on hold, keeping powder dry as recession risk looms",6,#e7cb94,"face, seen, post, slip, slide, confirm",
20121008,Cities hit by recession ask voters to approve more debt,Cities,hit,by recession ask voters to approve more debt,6,#e377c2,"hit, fall, sink, suffer",
20121008,6.0 earthquake strikes off northwest Mexico,6.0 earthquake,strikes,off northwest Mexico,0,#e6550d,"hit, shake, strike",
20121008,6.2 earthquake strikes off northwest Mexico,6.2 earthquake,strikes,off northwest Mexico,0,#e6550d,"hit, shake, strike",
20121012,"Earthquake shakes eastern Japan, no tsunami warning issued",Earthquake,shakes,"eastern Japan, no tsunami warning issued",0,#e6550d,"hit, shake, strike",
20121014,German finance minister says Greece will not default,German finance minister,says,Greece will not default,7,#636363,say,
20121015,Portugal sees third year of recession in 2013 budget,Portugal,sees,third year of recession in 2013 budget,6,#ad494a,"see, predict, warn",
20121016,"Moderate earthquake strikes Maine, felt in Boston","Moderate earthquake strikes Maine,",felt,in Boston,0,#7b4173,"felt, seen, rattle",
20121016,"Magnitude 4.5 earthquake strikes Maine, felt in Boston","Magnitude 4.5 earthquake strikes Maine,",felt,in Boston,0,#7b4173,"felt, seen, rattle",
20121017,Maine earthquake causes no damage at New Hampshire nuclear plant,Maine earthquake,causes,no damage at New Hampshire nuclear plant,0,#8c6d31,"cause, dip, drag, fall, ...",
20121018,R.R. Donnelley investigating Google release,R.R. Donnelley,investigating,Google release,2,#e7ba52,"face, settle, raid, investigate, ...",
20121018,Google says RR Donnelley filed draft earnings statement without authorization,Google,says,RR Donnelley filed draft earnings statement without authorization,2,#636363,say,
20121018,Apple loses tablet copyright appeal against Samsung,Apple,loses,tablet copyright appeal against Samsung,4,#c7e9c0,loses,
20121019,Mexico jobless rate falls to pre-recession low in Sept,Mexico jobless rate,falls,to pre-recession low in Sept,6,#e377c2,"hit, fall, sink, suffer",
20121024,Apple's stock chart loses some sheen before results,Apple's stock chart,loses,some sheen before results,4,#c7e9c0,loses,
20121025,Banco Santander Brasil sees default rate declining,Banco Santander Brasil,sees,default rate declining,7,#ad494a,"see, predict, warn",
20121026,"Citi fined $2 million over Facebook IPO, fires two analysts",Citi,fined,"$2 million over Facebook IPO, fires two analysts",3,#e7ba52,"face, settle, raid, investigate, ...",
20121026,"Citi fined $2 mln over Facebook IPO, fires two analysts",Citi,fined,"$2 mln over Facebook IPO, fires two analysts",3,#e7ba52,"face, settle, raid, investigate, ...",
20121026,Citi fined $2 mln by Massachusetts over Facebook IPO,Citi,fined,$2 mln by Massachusetts over Facebook IPO,3,#e7ba52,"face, settle, raid, investigate, ...",
20121026,Brazil bank lending rises in September; defaults stable,Brazil bank lending,rises,in September; defaults stable,7,#f7fcb9,rise,
20121029,Google unveils first 10-inch Nexus tablet,Google,unveils,first 10-inch Nexus tablet,2,#d62728,"launch, unveil, introduce",
20121102,Facebook's Sandberg sells $7.4 million in stock,Facebook's Sandberg,sells,$7.4 million in stock,3,#aec7e8,sell,
20121102,Facebook's Sandberg sells $7.4 mln in stock,Facebook's Sandberg,sells,$7.4 mln in stock,3,#aec7e8,sell,
20121105,Google says Apple patent lawsuit dismissed,Google,says,Apple patent lawsuit dismissed,2,#636363,say,
20121105,Apple says sold 3 mln iPads since Friday,Apple,says,sold 3 mln iPads since Friday,4,#636363,say,
20121106,"Vringo says jury supports patent case against Google, others",Vringo,says,"jury supports patent case against Google, others",2,#636363,say,
20121107,Canada faces recession unless US avoids fiscal cliff-Flaherty,Canada,faces,recession unless US avoids fiscal cliff-Flaherty,6,#e7cb94,"face, seen, post, slip, slide, confirm",
20121108,"Earthquake hits northern Japan, no tsunami warning issued",Earthquake,hits,"northern Japan, no tsunami warning issued",0,#e6550d,"hit, shake, strike",
20121108,Facebook's Sandberg sells another $3.75 million in stock,Facebook's Sandberg,sells,another $3.75 million in stock,3,#aec7e8,sell,
20121108,Facebook's Sandberg sells another $3.75 mln in stock,Facebook's Sandberg,sells,another $3.75 mln in stock,3,#aec7e8,sell,
20121108,Portugal Telecom domestic revenues hit by recession,Portugal Telecom domestic revenues,hit,by recession,6,#e377c2,"hit, fall, sink, suffer",
20121109,Google says multiple services blocked in China,Google,says,multiple services blocked in China,2,#636363,say,
20121109,"Noyer says French economy flat, not in recession",Noyer,says,"French economy flat, not in recession",6,#636363,say,
20121110,Earthquake measuring 7 magnitude strikes Myanmar,Earthquake,measuring,7 magnitude strikes Myanmar,0,#31a354,measuring,
20121113,ZEW economist says no sign of sharp German recession,ZEW economist,says,no sign of sharp German recession,6,#636363,say,
20121115,"Shares sink on 'fiscal cliff,' Europe recession; oil up",Shares,sink,"on 'fiscal cliff,' Europe recession; oil up",6,#e377c2,"hit, fall, sink, suffer",
20121115,"Shares sink on 'fiscal cliff,' Europe recession",Shares,sink,"on 'fiscal cliff,' Europe recession",6,#e377c2,"hit, fall, sink, suffer",
20121115,European shares hit as euro zone back in recession,European shares,hit,as euro zone back in recession,6,#e377c2,"hit, fall, sink, suffer",
20121115,Euro zone falls into second recession since 2009,Euro zone,falls,into second recession since 2009,6,#e377c2,"hit, fall, sink, suffer",
20121115,UK shares fall as euro zone slips back into recession,UK shares,fall,as euro zone slips back into recession,6,#e377c2,"hit, fall, sink, suffer",
20121115,Euro zone slips into second recession since 2009,Euro zone,slips,into second recession since 2009,6,#e7cb94,"face, seen, post, slip, slide, confirm",
20121115,Euro zone slips into recession in Q3,Euro zone,slips,into recession in Q3,6,#e7cb94,"face, seen, post, slip, slide, confirm",
20121115,Spain sinks deeper in to recession in third quarter,Spain,sinks,deeper in to recession in third quarter,6,#d9f0a3,"deepen, shrink, sink, worsen",
20121116,"Tornado-like winds hit Portugal's Algarve, 8 injured",Tornado-like winds,hit,"Portugal's Algarve, 8 injured",1,#e6550d,"hit, shake, strike",
20121116,"Brazil stocks fall 2 pct on U.S. tensions, Europe recession",Brazil stocks,fall,"2 pct on U.S. tensions, Europe recession",6,#e377c2,"hit, fall, sink, suffer",
20121116,"Japan seen in mild recession, recovery expected in Q1",Japan,seen,"in mild recession, recovery expected in Q1",6,#e7cb94,"face, seen, post, slip, slide, confirm",
20121119,"SNB's Moser says Swiss franc still overvalued, sees no recession",SNB's Moser,says,"Swiss franc still overvalued, sees no recession",6,#636363,say,
20121120,Facebook director Andreessen sells $54 million in shares to cover taxes,Facebook director Andreessen,sells,$54 million in shares to cover taxes,3,#aec7e8,sell,
20121120,Facebook director Andreessen sells $54 mln in shares to cover taxes,Facebook director Andreessen,sells,$54 mln in shares to cover taxes,3,#aec7e8,sell,
20121120,Interpublic sells remaining stake in Facebook,Interpublic,sells,remaining stake in Facebook,3,#aec7e8,sell,
20121121,Google competitor DuckDuckGo says it's getting shut out,Google competitor DuckDuckGo,says,it's getting shut out,2,#636363,say,
20121126,MBIA shares rise after averting default on bonds,MBIA shares,rise,after averting default on bonds,7,#f7fcb9,rise,
20121126,ICOA CEO says never had acquisition talks with Google,ICOA CEO,says,never had acquisition talks with Google,2,#636363,say,
20121205,Rare tornado kills three in New Zealand's biggest city,Rare tornado,kills,three in New Zealand's biggest city,1,#393b79,"kill, injure, rise",
20121206,"WiLan sues Apple, HTC, Sierra Wireless",WiLan,sues,"Apple, HTC, Sierra Wireless",4,#e7ba52,"face, settle, raid, investigate, ...",
20121206,Facebook in talks to buy Microsoft ad technology,Facebook in talks,to buy,Microsoft ad technology,3,#1f77b4,"buy, invest, acquire",
20121206,Facebook in talks to buy Microsoft ad technology-reports,Facebook in talks,to buy,Microsoft ad technology-reports,3,#1f77b4,"buy, invest, acquire",
20121207,Strong earthquake hits northeast Japan,Strong earthquake,hits,northeast Japan,0,#e6550d,"hit, shake, strike",
20121209,Britain's business minister sees risk of triple-dip recession,Britain's business minister,sees,risk of triple-dip recession,6,#ad494a,"see, predict, warn",
20121211,"Swiss Re sees 30 percent risk of Europe, U.S. recession in 2013",Swiss Re,sees,"30 percent risk of Europe, U.S. recession in 2013",6,#ad494a,"see, predict, warn",
20121211,"Swiss Re sees 30 pct risk of Europe, U.S. recession in 2013",Swiss Re,sees,"30 pct risk of Europe, U.S. recession in 2013",6,#ad494a,"see, predict, warn",
20121211,Business lobby says Italian recession to last until end-2013,Business lobby,says,Italian recession to last until end-2013,6,#636363,say,
20121212,Facebook unveils new privacy controls,Facebook,unveils,new privacy controls,3,#d62728,"launch, unveil, introduce",
20121216,Apple says China iPhone 5 sales in first weekend top 2 million,Apple,says,China iPhone 5 sales in first weekend top 2 million,4,#636363,say,
20121218,EU's Almunia says expects Google antitrust proposals in January,EU's Almunia,says,expects Google antitrust proposals in January,2,#636363,say,
20121218,Cyprus says won't default on its payments,Cyprus,says,won't default on its payments,7,#636363,say,
20121219,EU Commission approves Italian earthquake recovery aid,EU Commission,approves,Italian earthquake recovery aid,0,#637939,"help, provide, raise, support, ...",
20121225,"Tornado touches down in downtown Mobile, Alabama; damage reported",Tornado,touches,"down in downtown Mobile, Alabama; damage reported",1,#e6550d,"hit, shake, strike",
20121228,Apple loses another copyright lawsuit in China,Apple,loses,another copyright lawsuit in China,4,#c7e9c0,loses,
20121228,Apple loses another copyright lawsuit in China-Xinhua,Apple,loses,another copyright lawsuit in China-Xinhua,4,#c7e9c0,loses,
20130104,EU says its Google case not affected by U.S. ruling,EU,says,its Google case not affected by U.S. ruling,2,#636363,say,
20130104,"Armstrong hedge fund eyes stocks rally, buys Apple","Armstrong hedge fund eyes stocks rally,",buys,Apple,4,#1f77b4,"buy, invest, acquire",
20130105,Earthquake measuring 7.5 strikes off southeastern Alaska,Earthquake,measuring,7.5 strikes off southeastern Alaska,0,#31a354,measuring,
20130107,Apple bid for Samsung sales ban faces skeptical court,Apple bid for Samsung sales ban,faces,skeptical court,4,#e7ba52,"face, settle, raid, investigate, ...",
20130110,EU says Google must change search results presentation,EU,says,Google must change search results presentation,2,#636363,say,
20130110,Greek unemployment hits record as recession drags on,Greek unemployment,hits,record as recession drags on,6,#e377c2,"hit, fall, sink, suffer",
20130114,"Bradesco sees fewer Brazil defaults, eases loan limits",Bradesco,sees,"fewer Brazil defaults, eases loan limits",7,#ad494a,"see, predict, warn",
20130114,Brazil's Bradesco sees downward trend in defaults this year,Brazil's Bradesco,sees,downward trend in defaults this year,7,#ad494a,"see, predict, warn",
20130115,"Facebook CEO unveils ""graph"" shared search feature",Facebook CEO,unveils,"""graph"" shared search feature",3,#d62728,"launch, unveil, introduce",
20130115,Bank of Portugal sees deeper recession in 2013,Bank of Portugal,sees,deeper recession in 2013,6,#ad494a,"see, predict, warn",
20130117,Google buys new home at London's Kings Cross,Google,buys,new home at London's Kings Cross,2,#1f77b4,"buy, invest, acquire",
